subject	session	task	run	events_path	events_sha256	expected_trials	response_trials	trial_count_complete	misses	miss_fraction	response_fraction	first_miss_trial	last_miss_trial	longest_miss_streak	longest_miss_streak_start_trial	terminal_miss_streak	terminal_miss_start_trial	terminal_miss_start_onset_sec	terminal_affected_duration_sec	preterminal_trials	preterminal_misses	preterminal_miss_fraction	retained_trial_fraction_if_terminal_trimmed	overall_miss_rule_failed	terminal_failure_candidate	salvage_review_candidate	review_status	review_reasons	miss_pattern
11126	01	ugr	2	bids/sub-11126/ses-01/func/sub-11126_ses-01_task-ugr_run-2_events.tsv	215b838040a8931218044122466cd0d6bfbe415b151889d32d94bd491755bb28	48	48	true	14	0.291667	0.708333	2	48	2	47	2	47	362.20172	10.59903	46	12	0.26087	0.958333	true	false	false	review	overall_miss_fraction_threshold	.M..M..M...M.M......M.M..M......M..M...M.M....MM
11201	01	sharedreward	1	bids/sub-11201/ses-01/func/sub-11201_ses-01_task-sharedreward_run-1_events.tsv	734a358601ac4d1bfd3c6562d291895b801730b1cc42d67368691651a91c4f35	54	25	false	5	0.2	0.8	1	25	3	23	3	23	130.17926	20.31313	22	2	0.090909	0.88	false	false	false	review	unexpected_trial_count	MM....................MMM
11201	01	trust	1	bids/sub-11201/ses-01/func/sub-11201_ses-01_task-trust_run-1_events.tsv	fd3b6e10db57b7560596b138e159e3e4e81133550365f197d4799d07459e6368	42	11	false	2	0.181818	0.818182	2	11	1	2	1	11	101.95581	3.012475	10	1	0.1	0.909091	false	false	false	review	unexpected_trial_count	.M........M
11201	01	ugr	1	bids/sub-11201/ses-01/func/sub-11201_ses-01_task-ugr_run-1_events.tsv	8f91d12f92ab160d55b8b43322ff79d5b8e48eb79d170847bffd153f5b5a843c	48	12	false	0	0	1			0		0				12	0	0	1	false	false	false	review	unexpected_trial_count	............
11316	01	ugr	2	bids/sub-11316/ses-01/func/sub-11316_ses-01_task-ugr_run-2_events.tsv	021fc2c5a82f3c333c6556d8008b8780e151f07dba4120d66131c0ea4f8ae55b	48	48	true	17	0.354167	0.645833	26	42	17	26	0				48	17	0.354167	1	true	false	false	review	overall_miss_fraction_threshold	.........................MMMMMMMMMMMMMMMMM......
11535	01	ugr	2	bids/sub-11535/ses-01/func/sub-11535_ses-01_task-ugr_run-2_events.tsv	a28bd4c9cf4ef0308181a12118e1d202d0c6b6134f0156084d30b4626ae809f9	48	48	true	18	0.375	0.625	2	48	4	24	1	48	372.42737	3.75039	47	17	0.361702	0.979167	true	false	false	review	overall_miss_fraction_threshold	.M....MMM.M.M.M......M.MMMM....M...M.M.....M.M.M
11626	01	trust	2	bids/sub-11626/ses-01/func/sub-11626_ses-01_task-trust_run-2_events.tsv	713b5d6e4b34d1a3a485bb19a32d30fe4e3efe5a0038aa2387df81bb61ab4672	42	42	true	11	0.261905	0.738095	2	40	2	6	0				42	11	0.261905	1	true	false	false	review	overall_miss_fraction_threshold	.M...MM...M......M.....M....M....MM.M..M..
11829	01	sharedreward	1	bids/sub-11829/ses-01/func/sub-11829_ses-01_task-sharedreward_run-1_events.tsv	750981c1531ed7a59a679c5a13622d85c59c3da15c384ba5ca471e8b1c0f92a0	54	54	true	20	0.37037	0.62963	1	31	5	20	0				54	20	0.37037	1	true	false	false	review	overall_miss_fraction_threshold	MM.M.MMM.M.MM.MMMM.MMMMM.....MM.......................
11902	01	sharedreward	2	bids/sub-11902/ses-01/func/sub-11902_ses-01_task-sharedreward_run-2_events.tsv	1ff85b37ca3112e98c543c86051d9200161207dd7d39afc28d107fd3af341a01	54	54	true	17	0.314815	0.685185	3	54	8	47	8	47	345.37564	57.19742	46	9	0.195652	0.851852	true	true	true	review	overall_miss_fraction_threshold;terminal_miss_streak	..M............M.........M......M.M...M.MM..M.MMMMMMMM
11920	01	sharedreward	2	bids/sub-11920/ses-01/func/sub-11920_ses-01_task-sharedreward_run-2_events.tsv	bd19994aa92624cc998dbd611de820fe5190417a30e231c1147ef7cb4abc75f7	54	54	true	23	0.425926	0.574074	3	54	7	48	7	48	352.8226	49.72778	47	16	0.340426	0.87037	true	true	false	review	overall_miss_fraction_threshold;terminal_miss_streak	..MMM.........MM.......MM...MMMMM....MM....MM..MMMMMMM
11984	01	ugr	2	bids/sub-11984/ses-01/func/sub-11984_ses-01_task-ugr_run-2_events.tsv	03196e4e8198dd744e1085b953eac5812a3e0fe465356213d8ac2b333487ec8b	48	48	true	28	0.583333	0.416667	21	48	28	21	28	21	155.30305	219.35079	20	0	0	0.416667	true	true	true	review	overall_miss_fraction_threshold;terminal_miss_streak	....................MMMMMMMMMMMMMMMMMMMMMMMMMMMM
12033	01	ugr	2	bids/sub-12033/ses-01/func/sub-12033_ses-01_task-ugr_run-2_events.tsv	52a8965b237819550e6e9e87f8208df74ebc7a7a7b4a4a6161f26771f8eb67fa	48	48	true	10	0.208333	0.791667	39	48	10	39	10	39	300.9552	75.86642	38	0	0	0.791667	false	true	true	review	terminal_miss_streak	......................................MMMMMMMMMM
12041	01	sharedreward	1	bids/sub-12041/ses-01/func/sub-12041_ses-01_task-sharedreward_run-1_events.tsv	6d6522111bd6a6f72af58b7bf9b3e39aeba73bc3249e1aeb17f95ef3327f2040	54	34	false	14	0.411765	0.588235	1	34	12	23	12	23	166.53957	86.25163	22	2	0.090909	0.647059	true	true	true	review	unexpected_trial_count;overall_miss_fraction_threshold;terminal_miss_streak	M..................M..MMMMMMMMMMMM
