subject	task	run	first_session	second_session	first_era	second_era	first_pca_components	first_selected_fraction_possible	first_selected_pca_variance	first_brain_mask_voxels	first_mean_fd	first_echo_mean_signal_slope	first_echo_tsnr_slope	first_echo_standardized_dvars_slope	second_pca_components	second_selected_fraction_possible	second_selected_pca_variance	second_brain_mask_voxels	second_mean_fd	second_echo_mean_signal_slope	second_echo_tsnr_slope	second_echo_standardized_dvars_slope	second_minus_first_pca_components	second_minus_first_selected_fraction_possible	second_minus_first_selected_pca_variance	second_minus_first_brain_mask_voxels	second_minus_first_mean_fd	second_minus_first_echo_mean_signal_slope	second_minus_first_echo_tsnr_slope	second_minus_first_echo_standardized_dvars_slope
10886	ugr	1	01	02	E11	XA60	32	0.13445378151260504	0.5984008981971467	76978	0.25449540993671527	-132344.3087489622	-450.7312195059762	1.9669001416687735	19	0.0794979079497908	0.5386234096046204	75642	0.16940001542496541	-296733.05649821187	-603.0670581085233	5.730874646432926	-13.0	-0.05495587356281424	-0.059777488592526296	-1336.0	-0.08509539451174986	-164388.74774924965	-152.33583860254708	3.7639745047641524
10886	ugr	2	01	02	E11	XA60	34	0.14285714285714285	0.6770943225261441	76941	0.27390423126218733	-131924.71891880524	-435.38920861600184	1.6227529069410436	26	0.1087866108786611	0.6169150766450991	73940	0.21359585767077532	-300465.8135707271	-555.6859510961457	3.893168128701103	-8.0	-0.034070531978481755	-0.06017924588104495	-3001.0	-0.060308373591412	-168541.09465192189	-120.29674248014385	2.270415221760059
10898	doors	1	01	02	E11	XA60	25	0.11574074074074074	0.5718617166515071	64734	0.24080178991121448	-136548.51697735378	-446.5650668379839	-0.9798725678049806	26	0.12037037037037036	0.531419629397179	63364	0.19117276178040815	-277968.6468214735	-581.9270798012877	4.7729242099409355	1.0	0.0046296296296296224	-0.040442087254328074	-1370.0	-0.04962902813080633	-141420.1298441197	-135.3620129633038	5.752796777745916
10898	socialdoors	1	01	02	E11	XA60	28	0.12903225806451613	0.6580959199486137	64860	0.24388128499170994	-135838.91405956866	-440.9589036373678	-1.3493948181788373	27	0.12385321100917432	0.5270771845064192	64965	0.19786951519595816	-273351.747383031	-567.1778516388522	5.345318627975051	-1.0	-0.005179047055341807	-0.13101873544219456	105.0	-0.04601176979575178	-137512.83332346234	-126.21894800148436	6.694713446153889
10898	ugr	1	01	02	E11	XA60	24	0.100418410041841	0.5024735390754359	64949	0.25322306454385846	-136413.62010660404	-447.10591239019874	0.17308302172003168	27	0.1134453781512605	0.5087164402394935	63721	0.19535284763748531	-277348.2690704198	-572.3669720191373	5.313209155783149	3.0	0.013026968109419501	0.006242901164057568	-1228.0	-0.057870216906373145	-140934.64896381574	-125.26105962893854	5.140126134063117
10898	ugr	2	01	02	E11	XA60	26	0.1087866108786611	0.5811682747219509	64449	0.23376134567567922	-136673.22269811944	-449.4439863571943	-0.483179344327042	17	0.07112970711297072	0.44597963051588935	65016	0.21049323660521496	-273214.9359984789	-553.7621647033508	5.391743456056846	-9.0	-0.03765690376569038	-0.13518864420606153	567.0	-0.023268109070464255	-136541.71330035946	-104.31817834615646	5.874922800383888
10913	ugr	1	01	02	E11	XA60	39	0.16455696202531644	0.6949423447849576	75302	0.23632237490200586	-129701.36065219548	-489.38836839552556	-3.72071656678995	47	0.19665271966527198	0.6922660888167865	75297	0.15349178738774699	-272381.6733454506	-666.9909393878463	0.1023795243589568	8.0	0.032095757639955536	-0.002676255968171115	-5.0	-0.08283058751425887	-142680.31269325514	-177.60257099232075	3.8230960911489067
10913	ugr	2	01	02	E11	XA60	34	0.14345991561181434	0.6377914327454961	75019	0.2261187397222858	-129506.49153885344	-487.37617896300634	-2.944066800099822	48	0.20168067226890757	0.6699489381326577	75298	0.16413661469593452	-272269.5838560186	-690.9835083026903	0.7675033941761507	14.0	0.058220756657093226	0.032157505387161556	279.0	-0.06198212502635128	-142763.09231716517	-203.607329339684	3.7115701942759722
10953	doors	1	01	02	E11	XA60	44	0.20276497695852536	0.6992693849592162	73396	0.39938564528474041	-121426.64630153589	-391.8659332599542	0.1415227811760205	45	0.20642201834862386	0.6986429682774103	73174	0.33476822381705473	-315969.2188777426	-625.3544365160542	5.198732369264076	1.0	0.003657041390098509	-0.0006264166818058525	-222.0	-0.06461742146768568	-194542.5725762067	-233.4885032561	5.057209588088055
10953	socialdoors	1	01	02	E11	XA60	36	0.16589861751152074	0.6840888468457045	73104	0.39569654689811484	-122054.91872417445	-406.6851474742422	-1.761437042631893	44	0.20276497695852536	0.6750895049393749	73173	0.35469283763120535	-316111.9676594181	-643.6338441547957	6.363332385893484	8.0	0.036866359447004615	-0.008999341906329561	69.0	-0.041003709266909494	-194057.04893524369	-236.9486966805535	8.124769428525378
10953	ugr	1	01	02	E11	XA60	41	0.17154811715481172	0.6814236743620651	72853	0.37182912914326499	-121790.61334657123	-391.45764348051966	-0.7911877823894679	51	0.21338912133891214	0.7300301005112713	73098	0.33121972865920057	-316846.205445366	-615.7767861142488	3.226702830090425	10.0	0.04184100418410042	0.04860642614920618	245.0	-0.04060940048406442	-195055.59209879476	-224.31914263372914	4.017890612479893
10953	ugr	2	01	02	E11	XA60	39	0.16317991631799164	0.6233515542725641	72881	0.41109368225356974	-120655.1748815424	-379.0532540333426	0.4685167694911766	47	0.19583333333333333	0.6591770507436087	73210	0.31036078044473808	-315533.2816458244	-646.8072161232689	5.907674500032779	8.0	0.03265341701534169	0.035825496471044604	329.0	-0.10073290180883165	-194878.10676428198	-267.75396208992623	5.439157730541602
10974	doors	1	01	02	E11	XA60	48	0.2222222222222222	0.7259469817765851	70372	0.25657196389477926	-147483.72394075716	-484.73767224038227	-3.530587326392615	22	0.10185185185185185	0.5466673808245073	69972	0.15009682559809462	-295332.5259783495	-608.3289832968621	2.332704645689542	-26.0	-0.12037037037037036	-0.17927960095207784	-400.0	-0.10647513829668465	-147848.80203759234	-123.59131105647987	5.863291972082157
10974	socialdoors	1	01	02	E11	XA60	82	0.3778801843317972	0.8766365962978283	70415	0.68619709433069664	-147433.12121728467	-414.970219437524	-2.93625652658496	28	0.12844036697247707	0.6142706021607952	69925	0.17940851531175936	-295715.0470588992	-565.0803958485016	1.5335872226419258	-54.0	-0.24943981735932014	-0.2623659941370331	-490.0	-0.5067885790189373	-148281.92584161452	-150.11017641097754	4.469843749226886
10974	ugr	1	01	02	E11	XA60	86	0.36134453781512604	0.8569713930750652	70462	0.56993382141866988	-147919.2116965099	-463.4964033629948	-1.8467730532053817	24	0.100418410041841	0.5679464293061296	69924	0.13271150343822688	-297786.2329838908	-634.454439285665	1.354436795358848	-62.0	-0.26092612777328505	-0.2890249637689356	-538.0	-0.437222317980443	-149867.0212873809	-170.9580359226702	3.20120984856423
10974	ugr	2	01	02	E11	XA60	63	0.26359832635983266	0.7834306096190725	70630	0.34848537291249959	-147540.3600580464	-474.509533255978	-3.2659864524282733	26	0.1087866108786611	0.5804974962732	69925	0.17638017520008503	-298177.1344759572	-582.6858971377159	2.5453590610816947	-37.0	-0.15481171548117156	-0.2029331133458725	-705.0	-0.17210519771241456	-150636.77441791078	-108.17636388173787	5.811345513509968
11012	doors	1	01	02	E11	XA60	28	0.12903225806451613	0.640791492566748	71598	0.15594123506377999	-138979.21739389616	-520.5624083843851	-1.7196466364298715	35	0.16129032258064516	0.6255664265688285	71801	0.14706738495299718	-283136.42172440776	-810.6519118878398	-1.7982444263304982	7.0	0.03225806451612903	-0.015225065997919507	203.0	-0.008873850110782816	-144157.2043305116	-290.0895035034547	-0.07859778990062671
11012	socialdoors	1	01	02	E11	XA60	29	0.13615023474178403	0.6266317448068599	71617	0.14881383529460446	-138959.47429022592	-555.6700880245871	-1.8267258559986563	34	0.1574074074074074	0.6039000808431992	71241	0.17176015713281559	-284884.23630184354	-821.5796469770986	-1.3053455119528148	5.0	0.02125717266562338	-0.022731663963660664	-376.0	0.02294632183821113	-145924.76201161763	-265.9095589525115	0.5213803440458415
11012	ugr	1	01	02	E11	XA60	26	0.1092436974789916	0.5940578380975078	71573	0.16114231393658104	-138327.00930735978	-514.8936115168	-1.0723029632348455	50	0.20920502092050208	0.71005093387972	71544	0.17082405746125651	-282940.8771096828	-711.06208007819	-0.9318092910046528	24.0	0.09996132344151049	0.11599309578221217	-29.0	0.009681743524675462	-144613.86780232305	-196.16846856139	0.1404936722301927
11012	ugr	2	01	02	E11	XA60	25	0.10460251046025104	0.5794544685109614	71586	0.13049565465967908	-138600.52056199466	-516.0619832729595	-0.9815552088622572	57	0.2425531914893617	0.7010076249955265	71298	0.18702593614779978	-282909.2048738478	-691.0543896383826	-0.2717181549676968	32.0	0.13795068102911065	0.1215531564845651	-288.0	0.0565302814881207	-144308.6843118531	-174.9924063654231	0.7098370538945604
