subject	session	task	run	run_key	configuration	component	classification	normalized_variance_fraction	kappa	rho	reason_for_review	metrics_path	report_path	component_figure_path
10866	02	ugr	1	sub-10866_ses-02_task-ugr_run-1	nss-mdl-fastica	ICA_58	rejected	0.19893861575397637	28.560859916885832	26.18289031476555	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-10866_ses-02_task-ugr_run-1/sub-10866_ses-02_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-10866_ses-02_task-ugr_run-1/sub-10866_ses-02_task-ugr_run-1_tedana_report.html	
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	nss-fastica	ICA_118	rejected	0.10957975341516038	25.283588506601998	49.8092290949669	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_tedana_report.html	
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	nss-kic-fastica	ICA_101	rejected	0.10453683863111611	25.08446740013113	46.663648500132325	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_tedana_report.html	
11005	01	socialdoors	1	sub-11005_ses-01_task-socialdoors_run-1	nss-mdl-fastica	ICA_035	rejected	0.1169283033234665	26.63203918385945	53.32536614363947	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-socialdoors_run-1/sub-11005_ses-01_task-socialdoors_run-1_tedana_report.html	
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	nss-fastica	ICA_098	rejected	0.09556844440543523	33.866400527808125	44.76796374887153	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_tedana_report.html	
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	nss-kic-fastica	ICA_118	rejected	0.078854072301221	37.37069204508265	45.21211748755236	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_tedana_report.html	
11005	01	ugr	1	sub-11005_ses-01_task-ugr_run-1	nss-mdl-fastica	ICA_044	rejected	0.07779279010918175	34.642849854375946	40.641533617688296	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-ugr_run-1/sub-11005_ses-01_task-ugr_run-1_tedana_report.html	
11005	01	ugr	2	sub-11005_ses-01_task-ugr_run-2	nss-fastica	ICA_002	rejected	0.13622309630675644	21.173093502132662	48.42000194403234	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_tedana_report.html	
11005	01	ugr	2	sub-11005_ses-01_task-ugr_run-2	nss-kic-fastica	ICA_072	rejected	0.1358182781388198	21.49907378832475	45.82055296268442	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_tedana_report.html	
11005	01	ugr	2	sub-11005_ses-01_task-ugr_run-2	nss-mdl-fastica	ICA_20	rejected	0.15032044072749298	21.160261114764484	49.95306943502631	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11005_ses-01_task-ugr_run-2/sub-11005_ses-01_task-ugr_run-2_tedana_report.html	
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	nss-fastica	ICA_05	rejected	0.3164563489161541	55.6988713202274	27.606144208640043	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_tedana_report.html	
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	nss-kic-fastica	ICA_02	rejected	0.2804955975599679	59.97118296261849	30.65595081439242	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_tedana_report.html	
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	nss-mdl-fastica	ICA_08	rejected	0.2929093968012415	59.31319834651531	31.256158458612983	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11377_ses-01_task-sharedreward_run-1/sub-11377_ses-01_task-sharedreward_run-1_tedana_report.html	
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	nss-fastica	ICA_004	rejected	0.023539327909211705	70.11619250372071	40.19024938039274	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_tedana_report.html	
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	nss-kic-fastica	ICA_51	rejected	0.02621703606402927	92.04439542562248	36.08927810573726	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_tedana_report.html	
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	nss-mdl-fastica	ICA_20	rejected	0.033511490067520154	92.14245482944308	33.43619173599153	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11560_ses-01_task-doors_run-1/sub-11560_ses-01_task-doors_run-1_tedana_report.html	
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	nss-fastica	ICA_044	rejected	0.12300655003360823	23.95973215382736	29.544823458804427	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_tedana_report.html	
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	nss-kic-fastica	ICA_008	rejected	0.16529700118608617	20.41589018944105	26.316682984361936	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_tedana_report.html	
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	nss-mdl-fastica	ICA_70	rejected	0.17034111721575984	22.96194333354768	28.30371293824978	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11565_ses-01_task-ugr_run-2/sub-11565_ses-01_task-ugr_run-2_tedana_report.html	
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	nss-fastica	ICA_052	rejected	0.0733690088971584	20.928064702960768	24.222157179495174	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_tedana_report.html	
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	nss-kic-fastica	ICA_036	rejected	0.12233311846494012	17.50747997295981	22.864159155919328	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_tedana_report.html	
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	nss-mdl-fastica	ICA_22	rejected	0.13899372004559993	17.272477487920398	24.78302568349884	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-doors_run-1/sub-11598_ses-01_task-doors_run-1_tedana_report.html	
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	nss-fastica	ICA_070	rejected	0.07848017038879518	22.143813748991604	21.19320616392759	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_tedana_report.html	
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	nss-kic-fastica	ICA_045	rejected	0.08616113133430041	22.582797698308656	24.24183136186933	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_tedana_report.html	
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	nss-mdl-fastica	ICA_55	rejected	0.0954433586542952	24.465606569455154	23.54450556537981	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-socialdoors_run-1/sub-11598_ses-01_task-socialdoors_run-1_tedana_report.html	
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	nss-fastica	ICA_158	rejected	0.09754984676487927	16.27640494498766	31.550170780343404	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_tedana_report.html	
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	nss-kic-fastica	ICA_059	rejected	0.110115861599165	15.998585989271753	35.5844377318134	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_tedana_report.html	
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	nss-mdl-fastica	ICA_09	rejected	0.09140464662192248	18.17088071572074	35.01115033496124	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-ugr_run-1/sub-11598_ses-01_task-ugr_run-1_tedana_report.html	
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	nss-fastica	ICA_100	rejected	0.05914008052714591	16.34879160475231	25.61020885457941	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_tedana_report.html	
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	nss-kic-fastica	ICA_050	rejected	0.07013210510438504	18.09922081992441	30.651654333469267	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_tedana_report.html	
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	nss-mdl-fastica	ICA_27	rejected	0.08143372249896466	18.87755925530786	31.783540089118446	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11598_ses-01_task-ugr_run-2/sub-11598_ses-01_task-ugr_run-2_tedana_report.html	
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	nss-fastica	ICA_22	rejected	0.1745562404334249	27.858939544843217	17.69631822214281	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_tedana_report.html	
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	nss-kic-fastica	ICA_10	rejected	0.17068074247656717	32.92861324152498	16.36314291399298	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_tedana_report.html	
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	nss-mdl-fastica	ICA_16	rejected	0.24820166119768328	31.95323872679078	14.416312739297275	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11679_ses-01_task-sharedreward_run-1/sub-11679_ses-01_task-sharedreward_run-1_tedana_report.html	
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	nss-fastica	ICA_082	rejected	0.10300391635107846	14.971729331156682	24.10216209929954	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_tedana_report.html	
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	nss-kic-fastica	ICA_81	rejected	0.1834626339854104	13.61226543968136	24.54572763939314	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_tedana_report.html	
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	nss-mdl-fastica	ICA_34	rejected	0.1266140896363359	17.197583462391393	28.165729622078143	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11720_ses-01_task-doors_run-1/sub-11720_ses-01_task-doors_run-1_tedana_report.html	
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	nss-fastica	ICA_105	rejected	0.14798596050757573	24.508810704418664	14.632842357871247	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_tedana_report.html	
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	nss-kic-fastica	ICA_100	rejected	0.16367460496442332	26.116294819365468	14.362998560582517	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_tedana_report.html	
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	nss-mdl-fastica	ICA_66	rejected	0.12698905476673347	26.57004438768504	18.008334289477276	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11909_ses-01_task-sharedreward_run-1/sub-11909_ses-01_task-sharedreward_run-1_tedana_report.html	
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	nss-fastica	ICA_045	rejected	0.15144070175416396	25.226988069459377	16.916960152645267	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_tedana_report.html	
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	nss-kic-fastica	ICA_062	rejected	0.15280531834032823	25.045596880703105	17.41306519380315	largest_rejected_variance_kic	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-kic-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_tedana_report.html	
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	nss-mdl-fastica	ICA_24	rejected	0.1778845588862528	26.733615163046935	17.14989389649595	largest_rejected_variance_mdl	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-mdl-fastica/sub-11909_ses-01_task-sharedreward_run-2/sub-11909_ses-01_task-sharedreward_run-2_tedana_report.html	
11922	01	sharedreward	2	sub-11922_ses-01_task-sharedreward_run-2	nss-fastica	ICA_061	rejected	0.2070554296714261	19.3965235828092	32.215845834168555	largest_rejected_variance_aic	derivatives/tedana-audit/benchmark/nss-fastica/sub-11922_ses-01_task-sharedreward_run-2/sub-11922_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana-audit/benchmark/nss-fastica/sub-11922_ses-01_task-sharedreward_run-2/sub-11922_ses-01_task-sharedreward_run-2_tedana_report.html	
