subject	session	task	run	run_key	software_versions	nss_count	number_of_original_volumes	number_of_steady_state_volumes	selection_reason	criterion	configuration	pca_components	n_ica	n_accepted	n_rejected	rejected_fraction	accepted_normalized_variance	rejected_normalized_variance	largest_component_normalized_variance	largest_rejected_component_normalized_variance	combined_confound_columns	combined_confound_rank	combined_rank_with_intercept	combined_rank_fraction	residual_df_before_task	zero_columns	duplicate_columns	standardized_condition_number	median_optcom_tsnr	median_denoised_tsnr	median_tsnr_change	median_variance_removed_fraction	median_signal_percent_change	optcom_median_dvars	denoised_median_dvars	dvars_percent_change	fd_denoised_dvars_spearman	motion24_global_signal_r_squared
11005	01	ugr	2	sub-11005_ses-01_task-ugr_run-2	syngo MR E11	0	240	240	highest_pca_fraction	kic	nss-kic-fastica	129	129	99	30	0.23255813953488372	0.5513250820467895	0.44867491795321035	0.1358182781388198	0.1358182781388198	48	48	49	0.20416666666666666	191	0	0	78.49100283716547	19.10384284725416	26.44802202639553	5.7080620874474945	0.41715922828400165	0.0	446.1965069644729	391.2969828248388	-12.30388926912988	0.8238432192960868	0.4899936220107207
11005	01	ugr	2	sub-11005_ses-01_task-ugr_run-2	syngo MR E11	0	240	240	highest_pca_fraction	mdl	nss-mdl-fastica	90	90	59	31	0.34444444444444444	0.40895698938529107	0.5910430106147088	0.15032044072749298	0.15032044072749298	49	49	50	0.20833333333333334	190	0	0	78.00206744119228	19.10384284725416	29.875533120229708	9.097294860170962	0.550637425057116	0.0	446.1965069644729	365.7758907195844	-18.023587139217955	0.8537929397700504	0.3377999738432619
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	syngo MR XA30	5	255	250	scanner_control:syngo MR XA30	aic	nss-fastica	25	25	12	13	0.52	0.14486249042506139	0.8551375095749387	0.3164563489161541	0.3164563489161541	36	36	37	0.1450980392156863	218	0	0	84.48520643606483	48.703254413818435	71.24728410666629	16.621848384308393	0.47970340159878083	0.0	240.78641781624412	167.7459768991969	-30.334119997078883	0.10104547221142635	0.24849683938113742
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	syngo MR XA30	5	255	250	scanner_control:syngo MR XA30	kic	nss-kic-fastica	22	22	13	9	0.4090909090909091	0.22080345567713	0.7791965443228701	0.2804955975599679	0.2804955975599679	32	32	33	0.12941176470588237	222	0	0	76.63408149463771	48.703254413818435	67.70998432548163	13.099009770439057	0.4149245229433199	0.0	240.78641781624412	181.94069530192382	-24.438970872197757	0.7078111154294597	0.2977480530883654
11377	01	sharedreward	1	sub-11377_ses-01_task-sharedreward_run-1	syngo MR XA30	5	255	250	scanner_control:syngo MR XA30	mdl	nss-mdl-fastica	15	15	7	8	0.5333333333333333	0.1775261495985949	0.8224738504014051	0.2929093968012415	0.2929093968012415	31	31	32	0.12549019607843137	223	0	0	70.09312713501245	48.703254413818435	67.6642496719129	13.108016557773148	0.41504096767798737	0.0	240.78641781624412	186.00884039270386	-22.74944655115211	0.7045915273999223	0.29905044443206485
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	syngo MR XA30	0	218	218	highest_pca_fraction	aic	nss-fastica	117	117	87	30	0.2564102564102564	0.6623014577106051	0.3376985422893947	0.023804967940152386	0.023539327909211705	47	47	48	0.22018348623853212	170	0	0	14.782394539657213	17.385616801917525	21.65614643082981	3.3018464101457328	0.2991146218460346	0.0	706.1910491926509	574.3608883377677	-18.667775668581086	0.8143693306463357	0.48089655986508495
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	syngo MR XA30	0	218	218	highest_pca_fraction	kic	nss-kic-fastica	95	95	73	22	0.23157894736842105	0.6721950786909069	0.32780492130909317	0.02621703606402927	0.02621703606402927	39	39	40	0.1834862385321101	178	0	0	13.119745876692898	17.385616801917525	21.26767932441939	2.910514976166073	0.2761743267808184	0.0	706.1910491926509	593.7007437517052	-15.929160468622424	0.8261472587456606	0.4117777093719194
11560	01	doors	1	sub-11560_ses-01_task-doors_run-1	syngo MR XA30	0	218	218	highest_pca_fraction	mdl	nss-mdl-fastica	53	53	35	18	0.33962264150943394	0.6102533342067477	0.3897466657932522	0.03379262087113664	0.033511490067520154	35	35	36	0.1651376146788991	182	0	0	13.776832512921596	17.385616801917525	21.52838875053034	3.203587743380252	0.28977756584388015	0.0	706.1910491926509	555.7375418993945	-21.30492980125726	0.8469327358051832	0.1940115475883183
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	aic	nss-fastica	132	132	20	112	0.8484848484848485	0.1160078603737506	0.8839921396262496	0.12300655003360823	0.12300655003360823	130	130	131	0.5458333333333333	109	0	0	267.40022355238847	31.314460841348993	84.30479719672186	49.984470605757764	0.8593799832897204	0.0	585.8674366345201	254.8507469652531	-56.50027104608719	-0.2052485847895644	0.19460701644576683
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	kic	nss-kic-fastica	110	110	15	95	0.8636363636363636	0.08325688361706922	0.9167431163829308	0.16529700118608617	0.16529700118608617	113	113	114	0.475	126	0	0	234.0156900128295	31.314460841348993	88.6010655427128	54.28947482517679	0.874619172930184	0.0	585.8674366345201	270.9291276231429	-53.755899256070826	-0.28006662916212516	0.20377858268611926
11565	01	ugr	2	sub-11565_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	mdl	nss-mdl-fastica	71	71	9	62	0.8732394366197183	0.08836907730546677	0.9116309226945334	0.17034111721575984	0.17034111721575984	80	80	81	0.3375	159	0	0	130.76032257083892	31.314460841348993	75.65246993076059	41.251022725855826	0.825739514295035	0.0	585.8674366345201	321.04578517647116	-45.20163349226249	0.09989451847684683	0.17018495323105376
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	aic	nss-fastica	128	128	21	107	0.8359375	0.2577273121909881	0.7422726878090119	0.0733690088971584	0.0733690088971584	124	124	125	0.573394495412844	93	0	0	123.30121886855446	34.61605349702343	65.43640415721433	28.89044542544063	0.7122747304662077	0.0	649.5090827743057	308.06915699165495	-52.568922412020505	0.04198903592215223	0.3624323240827153
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	kic	nss-kic-fastica	111	111	18	93	0.8378378378378378	0.24926314894496043	0.7507368510550394	0.12233311846494012	0.12233311846494012	110	110	111	0.5091743119266054	107	0	0	108.59659615150848	34.61605349702343	64.62118377709886	28.000950419614483	0.7041892836599393	0.0	649.5090827743057	324.60274055303796	-50.023371626069725	0.10135195441499081	0.34640298906502986
11598	01	doors	1	sub-11598_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	mdl	nss-mdl-fastica	68	68	16	52	0.7647058823529411	0.3052158771722666	0.6947841228277332	0.13899372004559993	0.13899372004559993	69	69	70	0.3211009174311927	148	0	0	58.84372348497511	34.61605349702343	55.37607672009851	18.9037810788616	0.5959483799265473	0.0	649.5090827743057	406.9747512388729	-37.34117627723918	0.4018001005275347	0.247665553344243
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	aic	nss-fastica	121	121	19	102	0.8429752066115702	0.17204344657923853	0.8279565534207612	0.07848017038879518	0.07848017038879518	119	119	120	0.5504587155963303	98	0	0	93.29707627998674	36.43016622591582	78.54631384175087	39.43195265747627	0.7768780230248205	0.0	656.2501905217151	325.6474918362265	-50.37753945986079	-0.11156912207518896	0.3076514439093514
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	kic	nss-kic-fastica	106	106	16	90	0.8490566037735849	0.22209858070196534	0.7779014192980346	0.08616113133430041	0.08616113133430041	107	107	108	0.4954128440366973	110	0	0	70.685103143811	36.43016622591582	69.95239019291304	31.50626809022726	0.7204555615914625	0.0	656.2501905217151	348.61802230512836	-46.87726916650812	-0.016347468256317027	0.2878053372467344
11598	01	socialdoors	1	sub-11598_ses-01_task-socialdoors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	mdl	nss-mdl-fastica	61	61	9	52	0.8524590163934426	0.13684936190360922	0.8631506380963908	0.0954433586542952	0.0954433586542952	69	69	70	0.3211009174311927	148	0	0	65.57059618905852	36.43016622591582	70.69277654302482	31.20176042718881	0.7169936341928989	0.0	656.2501905217151	422.8590133782967	-35.56435952542334	-0.01708615773427848	0.3148687018155293
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	syngo MR XA60	0	240	240	highest_combined_rank_fraction	aic	nss-fastica	161	161	27	134	0.8322981366459627	0.20534431868599431	0.7946556813140055	0.09754984676487927	0.09754984676487927	152	152	153	0.6375	87	0	0	193.05364078966358	29.53604011702424	64.36171176808041	33.5722165998181	0.7931107604334874	0.0	735.7823255704579	345.31530046863315	-53.06828005131715	0.3915025842973173	0.24744157828185287
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	syngo MR XA60	0	240	240	highest_combined_rank_fraction	kic	nss-kic-fastica	136	136	27	109	0.8014705882352942	0.2315120301163745	0.7684879698836256	0.110115861599165	0.110115861599165	127	127	128	0.5333333333333333	112	0	0	147.4834803586051	29.53604011702424	59.29466277950056	27.980660778654233	0.7535996479489552	0.0	735.7823255704579	392.93916310440807	-46.59573226364752	0.456525790232411	0.2417857969611078
11598	01	ugr	1	sub-11598_ses-01_task-ugr_run-1	syngo MR XA60	0	240	240	highest_combined_rank_fraction	mdl	nss-mdl-fastica	82	82	17	65	0.7926829268292683	0.1538699969853347	0.8461300030146652	0.09140464662192248	0.09140464662192248	83	83	84	0.35	156	0	0	94.30222293013975	29.53604011702424	62.385975920067544	30.95166382697104	0.7699490508993382	0.0	735.7823255704579	439.0195631037292	-40.332956113976536	0.5171970043247426	0.24712255233687164
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	aic	nss-fastica	136	136	22	114	0.8382352941176471	0.2391425328900619	0.7608574671099381	0.0630417447109662	0.05914008052714591	132	132	133	0.5541666666666667	107	0	0	136.01529194843573	33.25356978141533	65.14874791689951	30.188338707571454	0.7378345327139002	0.0	690.2667603925893	345.0097417902916	-50.01791168474238	0.3075753313877853	0.19366137314500764
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	kic	nss-kic-fastica	114	114	21	93	0.8157894736842105	0.2484795716835951	0.751520428316405	0.07013210510438504	0.07013210510438504	111	111	112	0.4666666666666667	128	0	0	99.69944780303975	33.25356978141533	62.17045823978965	27.254486800124656	0.7099298241497222	0.0	690.2667603925893	362.61176304463845	-47.46787997753173	0.21238616785626388	0.21528474083345284
11598	01	ugr	2	sub-11598_ses-01_task-ugr_run-2	syngo MR XA60	0	240	240	highest_combined_rank_fraction	mdl	nss-mdl-fastica	73	73	14	59	0.8082191780821918	0.21697586440073324	0.7830241355992669	0.08143372249896466	0.08143372249896466	77	77	78	0.325	162	0	0	64.93423818514643	33.25356978141533	60.19750220638167	25.134647208717748	0.6936514984072739	0.0	690.2667603925893	392.1500624792091	-43.18862141700497	0.3539300657501495	0.1856618634710686
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	syngo MR XA60	2	255	253	scanner_control:syngo MR XA60	aic	nss-fastica	46	46	19	27	0.5869565217391305	0.23109298275031076	0.7689070172496895	0.1745562404334249	0.1745562404334249	47	47	48	0.18823529411764706	207	0	0	152.35700309212916	70.20704028016519	110.51063532057555	32.50297467153888	0.5535417146839168	0.0	590.1623057105857	307.1870364009146	-47.94871962704468	-0.021171853148295203	0.34137127534702816
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	syngo MR XA60	2	255	253	scanner_control:syngo MR XA60	kic	nss-kic-fastica	39	39	16	23	0.5897435897435898	0.20681068087756938	0.7931893191224303	0.17068074247656717	0.17068074247656717	43	43	44	0.17254901960784313	211	0	0	146.08396519633646	70.20704028016519	110.8858205988251	33.071220822625605	0.55752855387727	0.0	590.1623057105857	293.6599591275397	-50.240814046238	0.024990195438835655	0.38491812086651866
11679	01	sharedreward	1	sub-11679_ses-01_task-sharedreward_run-1	syngo MR XA60	2	255	253	scanner_control:syngo MR XA60	mdl	nss-mdl-fastica	25	25	11	14	0.56	0.26005907189914856	0.7399409281008514	0.24820166119768328	0.24820166119768328	34	34	35	0.13725490196078433	220	0	0	140.92620439833573	70.20704028016519	102.73260184294374	24.602596806755315	0.47452289276076165	0.0	590.1623057105857	334.0239276712283	-43.401344945430495	0.06543522878184231	0.4191168849661683
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	aic	nss-fastica	107	107	3	104	0.9719626168224299	0.02758684712452896	0.9724131528754711	0.10300391635107846	0.10300391635107846	121	121	122	0.5596330275229358	96	0	0	217.07012751262226	26.003641088515216	73.9997240761438	46.108371654398255	0.8726954737060109	0.0	635.1881990933988	286.7007338593496	-54.863655485326035	-0.44490480418269707	0.1685227579795845
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	kic	nss-kic-fastica	90	90	3	87	0.9666666666666667	0.028557639184979736	0.9714423608150202	0.1834626339854104	0.1834626339854104	104	104	105	0.481651376146789	113	0	0	197.8361635770969	26.003641088515216	67.57719969517379	39.65951630902228	0.8473643133323046	0.0	635.1881990933988	316.1242494796601	-50.231403868827734	-0.43734762327541254	0.11902965952530242
11720	01	doors	1	sub-11720_ses-01_task-doors_run-1	syngo MR XA60	0	218	218	highest_combined_rank_fraction	mdl	nss-mdl-fastica	61	61	2	59	0.9672131147540983	0.01584836821060203	0.984151631789398	0.1266140896363359	0.1266140896363359	76	76	77	0.3532110091743119	141	0	0	135.94241465788713	26.003641088515216	59.871339547246066	31.49560229975154	0.8005746387611519	0.0	635.1881990933988	363.3572172940462	-42.795345094152516	-0.2715065507311734	0.09870831203922326
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	syngo MR XA60	0	255	255	highest_combined_rank_fraction	aic	nss-fastica	139	139	8	131	0.9424460431654677	0.03597347335773825	0.9640265266422616	0.14798596050757573	0.14798596050757573	149	149	150	0.5882352941176471	105	0	0	219.80548093796057	30.629782632914335	109.25419364813669	72.89788629971235	0.9084824750766576	0.0	866.7889538364839	279.7274379290982	-67.72831071612069	-0.3668969128219587	0.4541449791629997
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	syngo MR XA60	0	255	255	highest_combined_rank_fraction	kic	nss-kic-fastica	117	117	11	106	0.905982905982906	0.07126642443669065	0.9287335755633093	0.16367460496442332	0.16367460496442332	124	124	125	0.49019607843137253	130	0	0	140.86824591359004	30.629782632914335	89.13112705508154	53.20887409643923	0.8587889382455444	0.0	866.7889538364839	316.02074194878907	-63.541212592747804	-0.16710232192842905	0.31435020026434213
11909	01	sharedreward	1	sub-11909_ses-01_task-sharedreward_run-1	syngo MR XA60	0	255	255	highest_combined_rank_fraction	mdl	nss-mdl-fastica	73	73	15	58	0.7945205479452054	0.14883074596583726	0.8511692540341628	0.12698905476673347	0.12698905476673347	76	76	77	0.30196078431372547	178	0	0	67.96577441864385	30.629782632914335	64.81992447565214	29.79129539074384	0.7367483315197443	0.0	866.7889538364839	428.03075297418604	-50.61880391072309	0.2811918854249241	0.5661621340007876
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	aic	nss-fastica	126	126	14	112	0.8888888888888888	0.10093102699661793	0.8990689730033821	0.15144070175416396	0.15144070175416396	130	130	131	0.5137254901960784	124	0	0	163.824372100281	35.123871528106136	94.98005383735754	55.64729818995501	0.8436321671566436	0.0	917.3020484531269	297.5635600764532	-67.56100560570607	-0.014858657664304404	0.3389069413230822
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	kic	nss-kic-fastica	109	109	13	96	0.8807339449541285	0.11884806766304093	0.8811519323369591	0.15280531834032823	0.15280531834032823	114	114	115	0.45098039215686275	140	0	0	123.02654004334414	35.123871528106136	86.55776196094044	47.62465644872257	0.815304209682906	0.0	917.3020484531269	360.00675023188796	-60.753739639088586	0.17354140311628685	0.3324140995862236
11909	01	sharedreward	2	sub-11909_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	mdl	nss-mdl-fastica	69	69	21	48	0.6956521739130435	0.27770342312405133	0.7222965768759485	0.1778845588862528	0.1778845588862528	66	66	67	0.2627450980392157	188	0	0	48.18980640402338	35.123871528106136	60.258956002539264	22.10879630681446	0.6218925717213548	0.0	917.3020484531269	474.61230676387214	-48.25997526504768	0.4430176465096014	0.2109139044891155
11922	01	sharedreward	2	sub-11922_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	aic	nss-fastica	149	149	21	128	0.8590604026845637	0.16051371366319098	0.8394862863368091	0.2070554296714261	0.2070554296714261	146	146	147	0.5764705882352941	108	0	0	232.52238814064012	34.870766837960666	81.61260746213406	43.81175186103788	0.8062495914249203	0.0	802.5794879533835	311.6291304044712	-61.17155558022788	0.06392324070395643	0.40440843977240515
11922	01	sharedreward	2	sub-11922_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	kic	nss-kic-fastica	126	126	21	105	0.8333333333333334	0.17534096642568606	0.824659033574314	0.21992798702324412	0.21992798702324412	123	123	124	0.48627450980392156	131	0	0	171.06300115010433	34.870766837960666	75.85812421905986	38.198730649961185	0.7730571893799132	0.0	802.5794879533835	329.482232290978	-58.94709032108786	0.2226162383038554	0.36550173933152696
11922	01	sharedreward	2	sub-11922_ses-01_task-sharedreward_run-2	syngo MR XA60	0	255	255	highest_combined_rank_fraction	mdl	nss-mdl-fastica	76	76	18	58	0.7631578947368421	0.20819600301390306	0.791803996986097	0.24974232660979012	0.24974232660979012	76	76	77	0.30196078431372547	178	0	0	106.74682404104713	34.870766837960666	63.62142817187211	26.150977389951656	0.6896280435442359	0.0	802.5794879533835	425.4342321055875	-46.9916390225141	0.5986847958815659	0.39780248678739716
